name,price,#search,#brand,categories,#colour,#1,#1num,#2,#2num,potential_hashtag
Monki knitted polo sweater in grey melange,30.0,cardigan,monki,cardigans,grey,greycardigan,8100,monkicardigan,26,8126
Only longline cable knit balloon sleeve cardigan in cream,50.0,cardigan,only,cardigans,beige,beigecardigan,7700,onlycardigan,88,7788
Bershka fairisle jumper in pink,35.99,cardigan,bershka,cardigans,pink,pinkcardigan,15000,bershkacardigan,64,15064
Urban Revivo fitted ribbbed cardigan in beige,12.59,cardigan,urban revivo,cardigans,beige,beigecardigan,7700,urbanrevivocardigan,1,7701
Daisy Street Plus relaxed knitted yin and yang jumper,21.5,jumper,daisy street plus,jumpers,yin & yang,yin & yangjumper,0,daisystreetplusjumper,0,0
JDY knitted jumper with bobble detail in rust,19.6,jumper,jdy,jumpers,brown,brownjumper,1400,jdyjumper,1,1401
Weekday Minnie knitted jumper in beige - BEIGE,35.0,jumper,weekday,jumpers,beige,beigejumper,1000,weekdayjumper,23,1023
Vila Petite ribbed cardigan with button and frill detail in white,17.5,cardigan,vila petite,cardigans,white,whitecardigan,11000,vilapetitecardigan,0,11000
French Connection Kasper sweater vest in space dye knit,49.0,vest,french connection,jackets,space dye pattern,space dye patternvest,0,frenchconnectionvest,6,6
Miss Selfridge wrap top in cream,32.99,cardigan,miss selfridge,cardigans,beige,beigecardigan,7700,missselfridgecardigan,9,7709
ASOS DESIGN Tall striped jumper in lilac,16.8,jumper,asos tall,jumpers,purple,purplejumper,2800,asostalljumper,0,2800
M Lounge Curve boxy fit relaxed jumper in soft sage,34.0,cardigan,m lounge curve,cardigans,soft green,soft greencardigan,0,mloungecurvecardigan,0,0
ASOS DESIGN Curve jumper with sweetheart neck and faux feather trims in black,28.0,cardigan,asos curve,cardigans,black,blackcardigan,16000,asoscurvecardigan,0,16000
ASOS DESIGN chunky cardigan in cable stitch in cream,32.0,cardigan,asos design,cardigans,beige,beigecardigan,7700,asosdesigncardigan,1,7701
Monki relaxed jumper in white abstract knit,25.5,cardigan,monki,cardigans,white,whitecardigan,11000,monkicardigan,26,11026
Abercrombie & Fitch slim button through polo cardigan in green stripe,36.4,cardigan,abercrombie fitch,cardigans,green,greencardigan,6800,abercrombiefitchcardigan,0,6800
Topshop Curve knitted Paris sweat jumper in monochrome,42.0,cardigan,topshop,cardigans,pattern,patterncardigan,661,topshopcardigan,189,850
Monki Libby high neck jumper in navy knit,17.5,cardigan,monki,cardigans,blue,bluecardigan,7900,monkicardigan,26,7926
Yours Exclusive collared jumper in camel,22.99,cardigan,yours,cardigans,brown,browncardigan,5700,yourscardigan,30,5730
Monki high zip neck knitted sweater in khaki,30.0,cardigan,monki,cardigans,beige,beigecardigan,7700,monkicardigan,26,7726
River Island shoulder trim puff sleeve ribbed jumper in orange,25.0,cardigan,river island,cardigans,orange,orangecardigan,1600,riverislandcardigan,64,1664
River Island cable knit bubble jumper with pearl trim in bright pink,39.0,cardigan,river island,cardigans,pink,pinkcardigan,15000,riverislandcardigan,64,15064
Bershka chunky yarn crew neck jumper in bright blue,25.99,cardigan,bershka,cardigans,blue,bluecardigan,7900,bershkacardigan,64,7964
Monki diamond stitch knit jumper in green,35.0,cardigan,monki,cardigans,green,greencardigan,6800,monkicardigan,26,6826
Miss Selfridge Mink Rib Knit Faux Pearl Cut Out Back Jumper,10.5,jumper,miss selfridge,jumpers,grey,greyjumper,14000,missselfridgejumper,27,14027
Topshop knitted ultimate crew neck cardi in sand,28.0,cardigan,topshop,cardigans,brown,browncardigan,5700,topshopcardigan,189,5889
ASOS DESIGN cardi in check with faux fur trim collar,19.25,cardigan,asos design,cardigans,pink,pinkcardigan,15000,asosdesigncardigan,1,15001
Urban Revivo cardigan in purple,31.0,cardigan,urban revivo,cardigans,purple,purplecardigan,2700,urbanrevivocardigan,1,2701
ASOS EDITION crew neck jumper in grey marl,27.0,jumper,asos edition,jumpers,grey,greyjumper,14000,asoseditionjumper,0,14000
Trendyol cropped fitted cardigan in speckled knit,11.0,cardigan,trendyol,cardigans,black,blackcardigan,16000,trendyolcardigan,0,16000
Monki two tone knit top in blue and orange,10.0,top,monki,tshirts,pattern,patterntop,3700,monkitop,255,3955
Only Curve ribbed knit button down cardigan in pale blue,14.4,cardigan,only curve,cardigans,blue,bluecardigan,7900,onlycurvecardigan,0,7900
Tommy Jeans x ASOS exclusive varsity logo v neck jumper in navy,95.0,jumper,tommy jeans,jumpers,blue,bluejumper,10000,tommyjeansjumper,18,10018
ASOS DESIGN jumper with open cable stitch in cream,40.0,cardigan,asos design,cardigans,beige,beigecardigan,7700,asosdesigncardigan,1,7701
Noisy May Curve cropped v neck jumper in blue & yellow check,18.2,cardigan,noisy may curve,cardigans,yellow,yellowcardigan,6100,noisymaycurvecardigan,0,6100
Noisy May Curve high neck jumper in white,26.0,cardigan,noisy may curve,cardigans,white,whitecardigan,11000,noisymaycurvecardigan,0,11000
& Other Stories knitted jumper in stripe print,95.0,cardigan,other stories,cardigans,pattern,patterncardigan,661,otherstoriescardigan,25,686
Vila jumper in oversized pink floral,45.0,cardigan,vila,cardigans,pink,pinkcardigan,15000,vilacardigan,128,15128
Vero Moda Curve oversized roll neck jumper in navy and cream stripe,34.0,cardigan,vero moda curve,cardigans,blue,bluecardigan,7900,veromodacurvecardigan,0,7900
Weekday Stay jumper in off white and black  stripe,61.0,cardigan,weekday,cardigans,white,whitecardigan,11000,weekdaycardigan,3,11003
Pieces textured high neck button detail jumper in blue marl,38.5,cardigan,pieces,cardigans,blue,bluecardigan,7900,piecescardigan,13,7913
Guess Originals bear logo jumper in black,74.0,cardigan,guess originals,cardigans,jblk jet blac,jblk jet blaccardigan,0,guessoriginalscardigan,0,0
ASOS DESIGN Petite button through fluffy boxy cardi in dusky pink,16.8,cardigan,asos petite,cardigans,pink,pinkcardigan,15000,asospetitecardigan,0,15000
Vila fluffy knit cardigan co-ord in camel,14.5,cardigan,vila,cardigans,brown,browncardigan,5700,vilacardigan,128,5828
ASOS DESIGN knitted tank with flower pattern in light green,9.9,vest,asos design,jackets,green,greenvest,5600,asosdesignvest,0,5600
Miss Selfridge long sleeve brushed cardigan,10.5,cardigan,miss selfridge,cardigans,caramel,caramelcardigan,823,missselfridgecardigan,9,832
Monki co-ord checkerboard cardigan in multi,15.0,cardigan,monki,cardigans,pattern,patterncardigan,661,monkicardigan,26,687
JDY tie collar detail pointelle jumper in cream,18.2,jumper,jdy,jumpers,beige,beigejumper,1000,jdyjumper,1,1001
JDY ribbed cardigan in cream,19.0,cardigan,jdy,cardigans,beige,beigecardigan,7700,jdycardigan,0,7700
ASOS DESIGN zip through cardi with collar in blue,14.5,cardigan,asos design,cardigans,blue,bluecardigan,7900,asosdesigncardigan,1,7901
Reclaimed Vintage laddered cardigan co-ord with tie front in black,19.59,cardigan,reclaimed vintage,cardigans,black,blackcardigan,16000,reclaimedvintagecardigan,2,16002
In The Style exclusive knitted wrap detail jumper in sage,30.5,cardigan,in the style,cardigans,green,greencardigan,6800,inthestylecardigan,5,6805
& Other Stories wrap cardigan in white,45.0,cardigan,other stories,cardigans,white,whitecardigan,11000,otherstoriescardigan,25,11025
Pieces exclusive roll neck jumper in bright blue,28.0,cardigan,pieces,cardigans,blue,bluecardigan,7900,piecescardigan,13,7913
Only Petite cropped jumper in pink & green check,13.0,cardigan,only petite,cardigans,pink,pinkcardigan,15000,onlypetitecardigan,0,15000
Mango button detail jumper in light beige,49.99,cardigan,mango,cardigans,beige,beigecardigan,7700,mangocardigan,584,8284
Wednesday's Girl relaxed sweater vest in argyle knit,11.0,vest,wednesdays girl,jackets,green,greenvest,5600,wednesdaysgirlvest,0,5600
Missguided Petite ribbed crop shrug & top set in brown,14.0,coord,missguided petite,sport,brown,browncoord,346,missguidedpetitecoord,0,346
Topshop knitted ultimate crew neck cardi in sage,28.0,cardigan,topshop,cardigans,green,greencardigan,6800,topshopcardigan,189,6989
ASOS DESIGN oversized jumper in texture in green,14.5,jumper,asos design,jumpers,yellow,yellowjumper,9900,asosdesignjumper,0,9900
JDY v neck knitted vest in cream check,10.0,vest,jdy,jackets,beige black,beige blackvest,0,jdyvest,1,1
COLLUSION Unisex boxy knitted cardigan in blue,11.75,cardigan,collusion,cardigans,blue,bluecardigan,7900,collusioncardigan,0,7900
Topshop knitted zip colour block boucle jumper in multi,18.0,jumper,topshop,jumpers,pattern,patternjumper,179,topshopjumper,1000,1179
Topshop Petite knitted stitchy cardi in mink,31.5,cardigan,topshop,cardigans,grey,greycardigan,8100,topshopcardigan,189,8289
JDY button through polo cardigan in green,22.5,cardigan,jdy,cardigans,green,greencardigan,6800,jdycardigan,0,6800
Noisy May high neck jumper in bright green,19.6,jumper,noisy may,jumpers,green,greenjumper,10000,noisymayjumper,1,10001
ASOS DESIGN cardigan in teddy yarn in blue,21.0,cardigan,asos design,cardigans,blue,bluecardigan,7900,asosdesigncardigan,1,7901
Motel bubble effect Y2K cardigan in wavy mesh,21.0,cardigan,motel,cardigans,wavy stripe mesh brown,wavy stripe mesh browncardigan,0,motelcardigan,0,0
Glamorous Curve wrap front chunky cardigan in orange,26.0,cardigan,glamorous curve,cardigans,orange,orangecardigan,1600,glamorouscurvecardigan,0,1600
Fred Perry X Amy Winehouse abstract short sleeved jumper in black,87.5,cardigan,fred perry,cardigans,black,blackcardigan,16000,fredperrycardigan,400,16400
Neon & Nylon crochet heart detail jumper in purple & black checkerboard,24.5,jumper,only,jumpers,pattern,patternjumper,179,onlyjumper,63,242
Wednesday's Girl Curve fitted rib jumper with fluffy cuffs in cream,19.5,jumper,wednesdays girl curve,jumpers,beige,beigejumper,1000,wednesdaysgirlcurvejumper,0,1000
Miss Selfridge rib open back long sleeve knit top in black,25.99,cardigan,miss selfridge,cardigans,black,blackcardigan,16000,missselfridgecardigan,9,16009
Monki knitted jumper in multi abstract print,25.5,cardigan,monki,cardigans,pattern,patterncardigan,661,monkicardigan,26,687
Monki knitted sweater in turquoise,30.0,cardigan,monki,cardigans,turquoise,turquoisecardigan,189,monkicardigan,26,215
ASOS DESIGN Curve oversized cardigan with button through in camel,22.4,cardigan,asos curve,cardigans,brown,browncardigan,5700,asoscurvecardigan,0,5700
Fashion Union scallop edge pointelle jumper,15.6,jumper,fashion union,jumpers,beige,beigejumper,1000,fashionunionjumper,0,1000
Fashion Union pointelle cropped short sleeve jumper,19.6,jumper,fashion union,jumpers,blue,bluejumper,10000,fashionunionjumper,0,10000
Topshop knitted pretty stitch wrap cardi in ecru,28.0,cardigan,topshop,cardigans,beige,beigecardigan,7700,topshopcardigan,189,7889
Topshop knitted ultimate crew neck cardi in green,24.5,cardigan,topshop,cardigans,green,greencardigan,6800,topshopcardigan,189,6989
Urban Revivo round neck fine knit jumper in off white,8.0,jumper,urban revivo,jumpers,white,whitejumper,26000,urbanrevivojumper,0,26000
Missguided Plus sweetheart neck jumper in black,19.6,jumper,missguided plus,jumpers,black,blackjumper,16000,missguidedplusjumper,0,16000
ASOS DESIGN rib jumper with frill neck detail in pink,12.0,jumper,asos design,jumpers,pink,pinkjumper,22000,asosdesignjumper,0,22000
Weekday Teegan cotton cardigan in dark brown - BROWN,12.0,cardigan,weekday,cardigans,brown,browncardigan,5700,weekdaycardigan,3,5703
ASOS DESIGN jumper with roll neck in patchwork space dye,15.0,jumper,asos design,jumpers,pattern,patternjumper,179,asosdesignjumper,0,179
ASOS DESIGN v neck cardigan in all over tassel in blue,29.4,cardigan,asos design,cardigans,blue,bluecardigan,7900,asosdesigncardigan,1,7901
Y.A.S collar detail cardigan in lilac and green checkerboard,22.5,cardigan,yas,cardigans,purple blackerboard,purple blackerboardcardigan,0,yascardigan,4,4
ASOS DESIGN V neck jumper in graffiti print,14.0,jumper,asos design,jumpers,pattern,patternjumper,179,asosdesignjumper,0,179
& Other Stories v neck jumper with collar in pink,45.5,jumper,other stories,jumpers,pink,pinkjumper,22000,otherstoriesjumper,23,22023
ASOS DESIGN rib jumper in bright stripe,16.0,jumper,asos design,jumpers,pattern,patternjumper,179,asosdesignjumper,0,179
Noisy May zip front cropped cardigan in cream,25.2,cardigan,noisy may,cardigans,beige,beigecardigan,7700,noisymaycardigan,2,7702
ASOS DESIGN wrap jumper with cut out detail in black,15.0,jumper,asos design,jumpers,black,blackjumper,16000,asosdesignjumper,0,16000
JDY daisy embroidered cardigan co-ord in pale green,19.6,cardigan,jdy,cardigans,green,greencardigan,6800,jdycardigan,0,6800
Miss Selfridge cat puff sleeve jumper in pink,35.99,cardigan,miss selfridge,cardigans,pink,pinkcardigan,15000,missselfridgecardigan,9,15009
ASYOU V neck chunky knitted jumper in chocolate,32.99,cardigan,asyou,cardigans,ginger,gingercardigan,127,asyoucardigan,0,127
NA-KD half zip cropped jumper in sage,49.0,cardigan,na kd,cardigans,green,greencardigan,6800,nakdcardigan,23,6823
In The Style Plus x Jac Jossa knitted contrast stripe jumper in multi,35.0,cardigan,in the style plus,cardigans,pattern,patterncardigan,661,inthestylepluscardigan,0,661
Pull&Bear crew neck long sleeve jumper in blue,19.99,cardigan,pullbear,cardigans,blue,bluecardigan,7900,pullbearcardigan,6,7906
Polo Ralph Lauren cable knit jumper in black,149.0,cardigan,polo ralph lauren,cardigans,black,blackcardigan,16000,poloralphlaurencardigan,59,16059
French Connection button front cardigan in oatmeal,27.5,cardigan,french connection,cardigans,beige,beigecardigan,7700,frenchconnectioncardigan,1,7701
Noisy May shoulder detail jumper in grey,12.0,jumper,noisy may,jumpers,grey,greyjumper,14000,noisymayjumper,1,14001
Y.A.S ombre melange jumper in pastel,33.0,jumper,yas,jumpers,a12 1col brown dollar,a12 1col brown dollarjumper,0,yasjumper,3,3
Wednesday's Girl jumper in fluffy cable knit,13.5,jumper,wednesdays girl,jumpers,beige,beigejumper,1000,wednesdaysgirljumper,0,1000
Fashion Union high neck cropped jumper,19.5,jumper,fashion union,jumpers,blue,bluejumper,10000,fashionunionjumper,0,10000
Emory Park midi cardigan in grunge rainbow stripe,34.0,cardigan,emory park,cardigans,purple,purplecardigan,2700,emoryparkcardigan,0,2700
Miss Selfridge pale blue faux fur covered button cable cardigan,22.75,cardigan,miss selfridge,cardigans,blue,bluecardigan,7900,missselfridgecardigan,9,7909
Topshop knitted stitch collar jumper in ivory,26.6,jumper,topshop,jumpers,white,whitejumper,26000,topshopjumper,1000,27000
Glamorous scoop back jumper in oatmeal,12.5,jumper,glamorous,jumpers,beige,beigejumper,1000,glamorousjumper,5,1005
ASOS DESIGN Curve off shoulder jumper with collar detail in brown,13.5,jumper,asos curve,jumpers,brown,brownjumper,1400,asoscurvejumper,0,1400
Cotton:On ribbed knnited collar cardigan in brown,15.75,cardigan,cottonon,cardigans,rich brown,rich browncardigan,0,cottononcardigan,231,231
ASOS DESIGN Curve jumper with twist neck detail in red,13.75,jumper,asos curve,jumpers,red,redjumper,21000,asoscurvejumper,0,21000
Only ribbed balloon sleeve jumper in chocolate,12.6,jumper,only,jumpers,brown,brownjumper,1400,onlyjumper,63,1463
Monki swirl knitted jumper in multi,15.0,jumper,monki,jumpers,pattern,patternjumper,179,monkijumper,41,220
NA-KD chunky cable knitted jumper in white,17.25,jumper,na kd,jumpers,white,whitejumper,26000,nakdjumper,11,26011
Monki stripe jumper in pink - PINK,15.0,jumper,monki,jumpers,pink,pinkjumper,22000,monkijumper,41,22041
Aligne jumper with balloon sleeves in blue - LBLUE,43.5,jumper,aligne,jumpers,cornflower,cornflowerjumper,2,alignejumper,0,2
Morgan knitted jumper with belt detail in red,15.5,jumper,morgan,jumpers,red,redjumper,21000,morganjumper,759,21759
Free People Margot knitted vest in neutral,44.5,vest,free people,jackets,tea combo,tea combovest,0,freepeoplevest,91,91
ASOS DESIGN oversized jumper with roll neck in space dye yarn,21.0,jumper,asos design,jumpers,pink,pinkjumper,22000,asosdesignjumper,0,22000
Morgan button through knitted top in dusty blue,13.5,top,morgan,tshirts,blue,bluetop,85000,morgantop,333,85333
ASOS DESIGN Petite fine knit cardigan in black,15.5,cardigan,asos petite,cardigans,black,blackcardigan,16000,asospetitecardigan,0,16000
Weekday Bounce jumper in green swirl print,31.5,jumper,weekday,jumpers,green,greenjumper,10000,weekdayjumper,23,10023
ASOS DESIGN zip through cardigan with collar in cream,22.4,cardigan,asos design,cardigans,beige,beigecardigan,7700,asosdesigncardigan,1,7701
ASOS DESIGN Petite jumper with sheer stripe in black,18.2,jumper,asos petite,jumpers,black,blackjumper,16000,asospetitejumper,0,16000
Fred Perry v-neck jumper in blue,110.0,cardigan,fred perry,cardigans,blue,bluecardigan,7900,fredperrycardigan,400,8300
River Island chevron maxi cardigan in pink,30.0,cardigan,river island,cardigans,pink,pinkcardigan,15000,riverislandcardigan,64,15064
Vero Moda longline jumper in light grey,30.0,cardigan,vero moda,cardigans,grey,greycardigan,8100,veromodacardigan,60,8160
Vero Moda Tall high neck chunky knit jumper in black,22.0,cardigan,vero moda tall,cardigans,black,blackcardigan,16000,veromodatallcardigan,0,16000
I Saw It First corset seam detail jumper in brown,30.0,cardigan,i saw it first,cardigans,brown,browncardigan,5700,isawitfirstcardigan,4,5704
New Look 2 in 1 knitted jumper with floral sheer sleeves in black,17.99,cardigan,new look,cardigans,black,blackcardigan,16000,newlookcardigan,144,16144
ASOS DESIGN scoop neck cardigan in pink,14.3,cardigan,asos design,cardigans,pink,pinkcardigan,15000,asosdesigncardigan,1,15001
Morgan short sleeve knitted top in blue stripe,17.25,top,morgan,tshirts,pattern,patterntop,3700,morgantop,333,4033
Mamalicious Maternity jumper in grey,24.0,jumper,mamalicious,jumpers,grey,greyjumper,14000,mamaliciousjumper,0,14000
Vero Moda Curve collared jumper with volume sleeve in stone,21.0,jumper,vero moda curve,jumpers,grey,greyjumper,14000,veromodacurvejumper,0,14000
Wednesday's Girl high neck jumper with balloon sleeves in chunky knit,14.5,jumper,wednesdays girl,jumpers,blue,bluejumper,10000,wednesdaysgirljumper,0,10000
Topshop Petite pointelle cardigan in ivory,11.55,cardigan,topshop,cardigans,white,whitecardigan,11000,topshopcardigan,189,11189
Topshop knitted shrunken cardi in neutral space dye pattern,14.5,cardigan,topshop,cardigans,beige,beigecardigan,7700,topshopcardigan,189,7889
Missguided Tall square neck knit top in khaki,11.25,top,missguided tall,tshirts,beige,beigetop,6900,missguidedtalltop,0,6900
ASOS DESIGN jumper with twist back detail in cream,15.5,jumper,asos design,jumpers,beige,beigejumper,1000,asosdesignjumper,0,1000
ellesse cropped jumper & legging short co-ord in grey/black,15.75,cardigan,ellesse,cardigans,black,blackcardigan,16000,ellessecardigan,4,16004
& Other Stories chunky knitted cardigan in off white,49.0,cardigan,other stories,cardigans,white,whitecardigan,11000,otherstoriescardigan,25,11025
ASOS DESIGN Petite chunky oversized jumper in green,17.5,jumper,asos petite,jumpers,green,greenjumper,10000,asospetitejumper,0,10000
Monki Marre polyester polo collar knitted jumper in brown - BROWN,19.5,jumper,monki,jumpers,brown,brownjumper,1400,monkijumper,41,1441
Topshop warped chequer button front in green,8.5,cardigan,topshop,cardigans,green,greencardigan,6800,topshopcardigan,189,6989
ASOS DESIGN Tall jumper with cut out and knot front detail in dark red,13.5,jumper,asos tall,jumpers,red,redjumper,21000,asostalljumper,0,21000
Missguided ribbed knit halter neck cami in red,15.0,camitop,missguided,tshirts,red,redcamitop,39,missguidedcamitop,0,39
ASOS DESIGN jumper in rib with high neck in purple,15.0,jumper,asos design,jumpers,purple,purplejumper,2800,asosdesignjumper,0,2800
New Girl Order velour heart print cropped cardigan in orange,16.5,cardigan,new girl order,cardigans,orange,orangecardigan,1600,newgirlordercardigan,0,1600
Urban Revivo knitted jumper in black,15.75,jumper,urban revivo,jumpers,black,blackjumper,16000,urbanrevivojumper,0,16000
Urban Revivo cable knit cardigan in beige,27.95,cardigan,urban revivo,cardigans,beige,beigecardigan,7700,urbanrevivocardigan,1,7701
Topshop long sleeve ballet wrap in blue,10.0,top,topshop petite,tshirts,blue,bluetop,85000,topshoppetitetop,0,85000
Monki knitted jumper with collar in lilac,21.0,jumper,monki,jumpers,purple,purplejumper,2800,monkijumper,41,2841
Topshop knitted stripe jumper in yellow,22.0,jumper,topshop,jumpers,yellow,yellowjumper,9900,topshopjumper,1000,10900
Huf oversized longline cardigan in abstract animal intarsia,90.0,cardigan,huf,cardigans,bloodgrey,bloodgreycardigan,0,hufcardigan,9,9
Only collar detail cardigan in beige,23.0,cardigan,only,cardigans,beige,beigecardigan,7700,onlycardigan,88,7788
ASOS DESIGN mock crochet jumper in mixed yarn,22.4,jumper,asos design,jumpers,brown,brownjumper,1400,asosdesignjumper,0,1400
JDY polo jumper with button detail in red,11.25,jumper,jdy,jumpers,red,redjumper,21000,jdyjumper,1,21001
Urban Revivo checkboard cardigan in brown,31.0,cardigan,urban revivo,cardigans,coffee,coffeecardigan,106,urbanrevivocardigan,1,107
ASOS DESIGN jumper in space dye with contrast stitch detail,10.5,jumper,asos design,jumpers,pattern,patternjumper,179,asosdesignjumper,0,179
Monki space dye knitted sweater vest in blue melange,11.25,vest,monki,jackets,blue,bluevest,5500,monkivest,7,5507
I Saw It First openback knitted jumper in chocolate,13.25,jumper,i saw it first,jumpers,brown,brownjumper,1400,isawitfirstjumper,14,1414
Monk cable knitted sweater vest in bright green - MGREEN,18.0,vest,monki,jackets,green,greenvest,5600,monkivest,7,5607
NA-KD knitted asymmetric top in off white,23.0,top,na kd,tshirts,white,whitetop,302000,nakdtop,217,302217
Selected Femme knitted jumper in brown stripe,31.5,jumper,selected,jumpers,brown,brownjumper,1400,selectedjumper,0,1400
Monki knit patched cardigan in multi - MULTI,19.25,cardigan,monki,cardigans,pattern,patterncardigan,661,monkicardigan,26,687
Topshop Petite ruched front polo neck cardi in lilac,9.75,shirt,topshop petite,blouses&shirts,purple,purpleshirt,51000,topshoppetiteshirt,0,51000
Fred Perry x Amy Winehouse one shoulder knitted top in pink,110.0,jumper,fred perry,jumpers,magenta,magentajumper,22,fredperryjumper,326,348
Morgan knitted jumper in pink,22.0,jumper,morgan,jumpers,pink,pinkjumper,22000,morganjumper,759,22759
River Island cropped cardigan in beige,21.0,cardigan,river island,cardigans,beige,beigecardigan,7700,riverislandcardigan,64,7764
Urban Revivo ribbed cardigan in light blue,15.59,cardigan,urban revivo,cardigans,blue,bluecardigan,7900,urbanrevivocardigan,1,7901
ASOS DESIGN Curve jumper with wave pattern in black,18.0,jumper,asos curve,jumpers,black,blackjumper,16000,asoscurvejumper,0,16000
Topshop Petite textured cable mid notch jumper in lilac,40.0,cardigan,topshop petite,cardigans,purple,purplecardigan,2700,topshoppetitecardigan,0,2700
Selected Femme printed high neck top in retro floral,19.25,top,selected,tshirts,pattern,patterntop,3700,selectedtop,10,3710
Monki knitted cardigan in oversized flower print in green,18.0,cardigan,monki,cardigans,green,greencardigan,6800,monkicardigan,26,6826
The Ragged Priest cropped relaxed jumper with distressing detail & yarns,55.0,jumper,the ragged priest,jumpers,pattern,patternjumper,179,theraggedpriestjumper,2,181
Noisy May lightweight longline cardigan in grey,22.0,cardigan,noisy may,cardigans,grey,greycardigan,8100,noisymaycardigan,2,8102
Easy Tiger crop mesh tie front cardigan in sunruse ombre co-ord,29.4,cardigan,easy tiger,cardigans,sunrise mesh,sunrise meshcardigan,0,easytigercardigan,0,0
Monki V neck sweater oversized flower print in pink,17.5,jumper,monki,jumpers,pink,pinkjumper,22000,monkijumper,41,22041
JJXX high neck jumper in multicoloured space dye,35.0,jumper,jjxx,jumpers,pattern,patternjumper,179,jjxxjumper,0,179
Only ribbed balloon sleeve jumper in dark green,18.0,jumper,only,jumpers,green,greenjumper,10000,onlyjumper,63,10063
Noisy May Curve chunky longline cardigan in green,32.0,cardigan,noisy may curve,cardigans,beige,beigecardigan,7700,noisymaycurvecardigan,0,7700
Weekday Coralie hook and eye ribbed cardigan in brown,29.0,cardigan,weekday,cardigans,brown,browncardigan,5700,weekdaycardigan,3,5703
River Island flared frill sleeve ribbed jumper in white,25.0,cardigan,river island,cardigans,white,whitecardigan,11000,riverislandcardigan,64,11064
Monki Christmas jumper in off white holiday print,17.5,cardigan,monki,cardigans,white,whitecardigan,11000,monkicardigan,26,11026
Forever New super soft brushed knit puff sleeve jumper in ivory,36.0,jumper,forever new,jumpers,white,whitejumper,26000,forevernewjumper,9,26009
ASOS DESIGN co-ord jumper with cup detail in grey,8.75,jumper,asos design,jumpers,grey,greyjumper,14000,asosdesignjumper,0,14000
Vero Moda cardigan with short puff sleeve in purple,20.5,cardigan,vero moda,cardigans,purple,purplecardigan,2700,veromodacardigan,60,2760
COLLUSION knitted wrap front cardigan in grey,9.55,cardigan,collusion,cardigans,grey,greycardigan,8100,collusioncardigan,0,8100
Monki Titti cardigan in beige co-ord,10.0,cardigan,monki,cardigans,beige,beigecardigan,7700,monkicardigan,26,7726
ASOS DESIGN jumper with polo neck in rib in dark red,21.0,jumper,asos design,jumpers,red,redjumper,21000,asosdesignjumper,0,21000
ASOS DESIGN Tall boxy jumper in v neck with rib in pink,14.0,jumper,asos tall,jumpers,pink,pinkjumper,22000,asostalljumper,0,22000
ASOS DESIGN Maternity jumper in rib with square neck in black,9.6,jumper,asos maternity,jumpers,black,blackjumper,16000,asosmaternityjumper,0,16000
ASOS DESIGN Maternity oversized cardigan with button through in taupe,18.0,cardigan,asos maternity,cardigans,grey,greycardigan,8100,asosmaternitycardigan,0,8100
Reebok knit cardigan in pastel blue,17.5,cardigan,reebok,cardigans,blue,bluecardigan,7900,reebokcardigan,0,7900
ASOS DESIGN Petite v neck fluffy jumper in camel,13.75,jumper,asos petite,jumpers,brown,brownjumper,1400,asospetitejumper,0,1400
Topshop brushed longline knitted jumper in ivory,12.75,jumper,topshop,jumpers,white,whitejumper,26000,topshopjumper,1000,27000
Object stitch detail jumper with volume sleeve,30.25,jumper,object,jumpers,bellini,bellinijumper,0,objectjumper,2,2
Lacoste small croc jumper in grey,91.0,jumper,lacoste,jumpers,mine chine,mine chinejumper,0,lacostejumper,411,411
Wednesday's Girl ultmate cardigan in pastel knit,10.8,cardigan,wednesdays girl,cardigans,green,greencardigan,6800,wednesdaysgirlcardigan,0,6800
Wednesday's Girl relaxed jumper with balloon sleeves in zebra knit,14.5,jumper,wednesdays girl,jumpers,purple,purplejumper,2800,wednesdaysgirljumper,0,2800
COLLUSION knitted ribbed asymmetric cardigan in bright green,10.45,cardigan,collusion,cardigans,green,greencardigan,6800,collusioncardigan,0,6800
Miss Selfridge faux pearl and faux diamonte neck trim sleeveless knit,16.5,vest,miss selfridge,jackets,beige,beigevest,846,missselfridgevest,2,848
Envii knitted polo sweater in pale blue and green colour block,37.5,jumper,envii,jumpers,blue,bluejumper,10000,enviijumper,0,10000
I Saw It First knitted cropped jumper in blue chain print,16.5,jumper,i saw it first,jumpers,blue,bluejumper,10000,isawitfirstjumper,14,10014
Monki Macey check cardigan in red - RED,21.0,cardigan,monki,cardigans,red,redcardigan,10000,monkicardigan,26,10026
Topshop knitted button collar cardi in chocolate,28.0,cardigan,topshop,cardigans,brown,browncardigan,5700,topshopcardigan,189,5889
River Island cable knit cropped funnel neck jumper in cream,22.8,jumper,river island,jumpers,beige,beigejumper,1000,riverislandjumper,302,1302
Vero Moda Tall chunky cable knit jumper in pink,17.0,jumper,vero moda tall,jumpers,pink,pinkjumper,22000,veromodatalljumper,0,22000
ASOS DESIGN Tall crew neck jumper in fluffy yarn in green,15.0,jumper,asos tall,jumpers,green,greenjumper,10000,asostalljumper,0,10000
Weekday Strike cut out knitted top in dark brown - BLACK,28.0,top,weekday,tshirts,black,blacktop,465000,weekdaytop,148,465148
Monki high neck cable knit jumper in off white,24.5,jumper,monki,jumpers,white,whitejumper,26000,monkijumper,41,26041
Topshop knitted crew neck jumper in black,38.0,cardigan,topshop,cardigans,black,blackcardigan,16000,topshopcardigan,189,16189
